Date	     Extent (million sq km)
02-2005	14.592
02-2005	14.652
02-2005	14.737
02-2005	14.815
02-2005	14.779
03-2005	14.874
03-2005	14.926
03-2005	14.84
03-2005	14.851
03-2005	14.9
03-2005	14.903
03-2005	14.906
03-2005	14.935
03-2005	14.993
03-2005	14.891
03-2005	14.95
03-2005	14.992
03-2005	14.893
03-2005	14.761
03-2005	14.708
03-2005	14.712
03-2005	14.73
03-2005	14.642
03-2005	14.556
03-2005	14.475
03-2005	14.442
03-2005	14.435
03-2005	14.434
03-2005	14.437
03-2005	14.432
03-2005	14.41
03-2005	14.393
03-2005	14.422
03-2005	14.509
03-2005	14.508
03-2005	14.425
04-2005	14.398
04-2005	14.314
04-2005	14.414
04-2005	14.396
04-2005	14.43
04-2005	14.369
04-2005	14.342
04-2005	14.345
04-2005	14.279
04-2005	14.194
04-2005	14.248
04-2005	14.206
04-2005	14.142
04-2005	14.142
04-2005	14.038
04-2005	14.009
04-2005	14.013
04-2005	14.003
04-2005	13.965
04-2005	14.023
04-2005	14.016
04-2005	13.954
04-2005	13.88
04-2005	13.927
04-2005	13.908
04-2005	13.795
04-2005	13.782
04-2005	13.737
04-2005	13.725
04-2005	13.701
05-2005	13.581
05-2005	13.464
05-2005	13.397
05-2005	13.314
05-2005	13.264
05-2005	13.247
05-2005	13.211
05-2005	13.205
05-2005	13.215
05-2005	13.227
05-2005	13.119
05-2005	13.109
05-2005	13.108
05-2005	13.083
05-2005	13.025
05-2005	12.945
05-2005	12.906
05-2005	12.911
05-2005	12.87
05-2005	12.861
05-2005	12.795
05-2005	12.688
05-2005	12.615
05-2005	12.552
05-2005	12.548
05-2005	12.429
05-2005	12.402
05-2005	12.365
05-2005	12.352
05-2005	12.267
05-2005	12.169
06-2005	12.019
06-2005	11.899
06-2005	11.785
06-2005	11.736
06-2005	11.705
06-2005	11.637
06-2005	11.625
06-2005	11.53
06-2005	11.53
06-2005	11.477
06-2005	11.468
06-2005	11.456
06-2005	11.369
06-2005	11.338
06-2005	11.261
06-2005	11.184
06-2005	11.145
06-2005	11.12
06-2005	11.056
06-2005	10.965
06-2005	10.913
06-2005	10.853
06-2005	10.794
06-2005	10.702
06-2005	10.627
06-2005	10.56
06-2005	10.397
06-2005	10.265
06-2005	10.234
06-2005	10.211
07-2005	9.971
07-2005	9.878
07-2005	9.823
07-2005	9.738
07-2005	9.669
07-2005	9.508
07-2005	9.406
07-2005	9.355
07-2005	9.265
07-2005	9.197
07-2005	9.167
07-2005	9.168
07-2005	9.068
07-2005	9.043
07-2005	8.857
07-2005	8.755
07-2005	8.687
07-2005	8.544
07-2005	8.559
07-2005	8.419
07-2005	8.022
07-2005	7.961
07-2005	7.872
07-2005	7.783
07-2005	7.772
07-2005	7.704
07-2005	7.538
07-2005	7.495
07-2005	7.408
07-2005	7.303
07-2005	7.176
08-2005	7.107
08-2005	7.042
08-2005	7.014
08-2005	7.031
08-2005	6.92
08-2005	6.771
08-2005	6.715
08-2005	6.662
08-2005	6.577
08-2005	6.494
08-2005	6.433
08-2005	6.384
08-2005	6.377
08-2005	6.373
08-2005	6.301
08-2005	6.282
08-2005	6.168
08-2005	6.122
08-2005	6.046
08-2005	6.039
08-2005	6.017
08-2005	6.031
08-2005	6.004
08-2005	5.951
08-2005	5.879
08-2005	5.87
08-2005	5.839
08-2005	5.839
08-2005	5.765
08-2005	5.642
08-2005	5.64
09-2005	5.654
09-2005	5.615
09-2005	5.631
09-2005	5.655
09-2005	5.655
09-2005	5.677
09-2005	5.593
09-2005	5.614
09-2005	5.582
09-2005	5.627
09-2005	5.601
09-2005	5.538
09-2005	5.51
09-2005	5.493
09-2005	5.47
09-2005	5.438
09-2005	5.382
09-2005	5.324
09-2005	5.322
09-2005	5.314
09-2005	5.316
09-2005	5.317
09-2005	5.333
09-2005	5.351
09-2005	5.382
09-2005	5.427
09-2005	5.489
09-2005	5.512
09-2005	5.599
09-2005	5.692
10-2005	5.836
10-2005	5.88
10-2005	5.98
10-2005	6.03
10-2005	6.044
10-2005	6.124
10-2005	6.187
10-2005	6.236
10-2005	6.326
10-2005	6.434
10-2005	6.489
10-2005	6.594
10-2005	6.693
10-2005	6.855
10-2005	6.996
10-2005	7.075
10-2005	7.201
10-2005	7.338
10-2005	7.509
10-2005	7.757
10-2005	8.054
10-2005	8.264
10-2005	8.439
10-2005	8.609
10-2005	8.701
10-2005	8.776
10-2005	8.885
10-2005	9.006
10-2005	9.124
10-2005	9.222
10-2005	9.247
11-2005	9.336
11-2005	9.408
11-2005	9.51
11-2005	9.557
11-2005	9.611
11-2005	9.707
11-2005	9.836
11-2005	9.853
11-2005	9.916
11-2005	9.936
11-2005	9.933
11-2005	9.958
11-2005	10.012
11-2005	9.976
11-2005	10.05
11-2005	10.144
11-2005	10.189
11-2005	10.182
11-2005	10.272
11-2005	10.309
11-2005	10.431
11-2005	10.569
11-2005	10.733
11-2005	10.757
11-2005	10.862
11-2005	11.063
11-2005	11.015
11-2005	11.086
11-2005	11.135
11-2005	11.144
12-2005	11.306
12-2005	11.398
12-2005	11.356
12-2005	11.397
12-2005	11.504
12-2005	11.538
12-2005	11.709
12-2005	11.763
12-2005	11.729
12-2005	11.776
12-2005	11.83
12-2005	11.968
12-2005	12.033
12-2005	12.244
12-2005	12.412
12-2005	12.344
12-2005	12.405
12-2005	12.482
12-2005	12.456
12-2005	12.466
12-2005	12.527
12-2005	12.6
12-2005	12.619
12-2005	12.625
12-2005	12.754
12-2005	12.872
12-2005	12.946
12-2005	12.94
12-2005	12.976
12-2005	13.016
12-2005	13.065
01-2006	13.16
01-2006	13.21
01-2006	13.267
01-2006	13.307
01-2006	13.314
01-2006	13.265
01-2006	13.301
01-2006	13.292
01-2006	13.336
01-2006	13.431
01-2006	13.491
01-2006	13.535
01-2006	13.424
01-2006	13.44
01-2006	13.474
01-2006	13.451
01-2006	13.445
01-2006	13.307
01-2006	13.431
01-2006	13.337
01-2006	13.317
01-2006	13.472
01-2006	13.592
01-2006	13.521
01-2006	13.546
01-2006	13.658
01-2006	13.719
01-2006	13.775
01-2006	13.856
01-2006	13.801
01-2006	13.958
02-2006	14.081
02-2006	14.118
02-2006	14.159
02-2006	14.176
02-2006	14.28
02-2006	14.292
02-2006	14.251
02-2006	14.228
02-2006	14.335
02-2006	14.347
02-2006	14.381
02-2006	14.444
02-2006	14.495
02-2006	14.437
02-2006	14.378
02-2006	14.39
02-2006	14.486
02-2006	14.42
02-2006	14.277
02-2006	14.286
02-2006	14.34
02-2006	14.378
02-2006	14.342
02-2006	14.284
02-2006	14.335
02-2006	14.347
02-2006	14.39
02-2006	14.422
03-2006	14.434
03-2006	14.471
03-2006	14.445
03-2006	14.473
03-2006	14.535
03-2006	14.56
03-2006	14.52
03-2006	14.591
03-2006	14.672
03-2006	14.756
03-2006	14.777
03-2006	14.617
03-2006	14.521
03-2006	14.471
03-2006	14.404
03-2006	14.374
03-2006	14.336
03-2006	14.394
03-2006	14.397
03-2006	14.457
03-2006	14.414
03-2006	14.346
03-2006	14.22
03-2006	14.206
03-2006	14.212
03-2006	14.257
03-2006	14.251
03-2006	14.249
03-2006	14.243
03-2006	14.214
03-2006	14.233
04-2006	14.22
04-2006	14.297
04-2006	14.211
04-2006	14.121
04-2006	14.251
04-2006	14.25
04-2006	14.149
04-2006	14.068
04-2006	13.947
04-2006	13.986
04-2006	13.948
04-2006	13.92
04-2006	13.958
04-2006	13.912
04-2006	13.952
04-2006	13.999
04-2006	14.013
04-2006	13.913
04-2006	13.967
04-2006	13.945
04-2006	13.853
04-2006	13.875
04-2006	13.819
04-2006	13.7
04-2006	13.684
04-2006	13.619
04-2006	13.527
04-2006	13.401
04-2006	13.361
04-2006	13.31
05-2006	13.087
05-2006	13.002
05-2006	12.923
05-2006	12.876
05-2006	12.835
05-2006	12.841
05-2006	12.783
05-2006	12.765
05-2006	12.713
05-2006	12.708
05-2006	12.709
05-2006	12.706
05-2006	12.66
05-2006	12.636
05-2006	12.571
05-2006	12.556
05-2006	12.475
05-2006	12.442
05-2006	12.439
05-2006	12.511
05-2006	12.424
05-2006	12.371
05-2006	12.335
05-2006	12.295
05-2006	12.246
05-2006	12.15
05-2006	12.059
05-2006	12
05-2006	12.012
05-2006	11.919
05-2006	11.989
06-2006	11.868
06-2006	11.84
06-2006	11.735
06-2006	11.627
06-2006	11.624
06-2006	11.543
06-2006	11.497
06-2006	11.45
06-2006	11.403
06-2006	11.332
06-2006	11.282
06-2006	11.258
06-2006	11.212
06-2006	11.091
06-2006	11.033
06-2006	10.972
06-2006	10.887
06-2006	10.796
06-2006	10.76
06-2006	10.679
06-2006	10.548
06-2006	10.48
06-2006	10.45
06-2006	10.287
06-2006	10.22
06-2006	10.106
06-2006	10.018
06-2006	9.913
06-2006	9.854
06-2006	9.82
07-2006	9.63
07-2006	9.5
07-2006	9.439
07-2006	9.391
07-2006	9.218
07-2006	9.135
07-2006	9.16
07-2006	9.045
07-2006	8.874
07-2006	8.811
07-2006	8.714
07-2006	8.709
07-2006	8.667
07-2006	8.601
07-2006	8.552
07-2006	8.488
07-2006	8.432
07-2006	8.375
07-2006	8.248
07-2006	8.239
07-2006	8.087
07-2006	7.972
07-2006	7.913
07-2006	7.932
07-2006	7.759
07-2006	7.708
07-2006	7.717
07-2006	7.606
07-2006	7.516
07-2006	7.453
07-2006	7.364
08-2006	7.325
08-2006	7.233
08-2006	7.159
08-2006	7.097
08-2006	7.014
08-2006	6.974
08-2006	6.883
08-2006	6.892
08-2006	6.78
08-2006	6.717
08-2006	6.669
08-2006	6.609
08-2006	6.613
08-2006	6.517
08-2006	6.541
08-2006	6.437
08-2006	6.45
08-2006	6.407
08-2006	6.235
08-2006	6.118
08-2006	6.138
08-2006	6.158
08-2006	6.121
08-2006	6.122
08-2006	6.08
08-2006	6.082
08-2006	6.077
08-2006	6
08-2006	5.971
08-2006	5.963
08-2006	5.982
09-2006	5.937
09-2006	6.03
09-2006	5.997
09-2006	5.903
09-2006	5.889
09-2006	5.866
09-2006	5.873
09-2006	5.917
09-2006	5.942
09-2006	5.887
09-2006	5.944
09-2006	5.889
09-2006	5.79
09-2006	5.746
09-2006	5.753
09-2006	5.797
09-2006	5.784
09-2006	5.795
09-2006	5.843
09-2006	5.806
09-2006	5.836
09-2006	5.787
09-2006	5.821
09-2006	5.876
09-2006	5.87
09-2006	5.867
09-2006	5.875
09-2006	5.868
09-2006	5.826
09-2006	5.859
10-2006	5.984
10-2006	6.098
10-2006	6.182
10-2006	6.301
10-2006	6.401
10-2006	6.412
10-2006	6.442
10-2006	6.489
10-2006	6.61
10-2006	6.673
10-2006	6.742
10-2006	6.866
10-2006	7.104
10-2006	7.367
10-2006	7.498
10-2006	7.731
10-2006	7.834
10-2006	7.897
10-2006	7.982
10-2006	8.1
10-2006	8.182
10-2006	8.23
10-2006	8.343
10-2006	8.489
10-2006	8.688
10-2006	8.755
10-2006	8.776
10-2006	8.836
10-2006	8.865
10-2006	8.893
10-2006	9.004
11-2006	9.113
11-2006	9.18
11-2006	9.216
11-2006	9.233
11-2006	9.288
11-2006	9.34
11-2006	9.252
11-2006	9.378
11-2006	9.421
11-2006	9.533
11-2006	9.533
11-2006	9.5
11-2006	9.658
11-2006	9.66
11-2006	9.717
11-2006	9.735
11-2006	9.775
11-2006	9.775
11-2006	9.792
11-2006	9.728
11-2006	9.745
11-2006	9.866
11-2006	9.951
11-2006	9.923
11-2006	9.982
11-2006	10.044
11-2006	10.047
11-2006	10.052
11-2006	10.099
11-2006	10.226
12-2006	10.34
12-2006	10.442
12-2006	10.673
12-2006	10.832
12-2006	10.994
12-2006	11.159
12-2006	11.268
12-2006	11.351
12-2006	11.582
12-2006	11.707
12-2006	11.756
12-2006	11.796
12-2006	11.819
12-2006	11.876
12-2006	11.928
12-2006	11.918
12-2006	12.021
12-2006	12.098
12-2006	12.27
12-2006	12.408
12-2006	12.465
12-2006	12.517
12-2006	12.593
12-2006	12.675
12-2006	12.683
12-2006	12.696
12-2006	12.812
12-2006	12.831
12-2006	12.94
12-2006	13.073
12-2006	13.072
01-2007	13.11
01-2007	13.207
01-2007	13.182
01-2007	13.252
01-2007	13.361
01-2007	13.403
01-2007	13.51
01-2007	13.459
01-2007	13.435
01-2007	13.217
01-2007	13.227
01-2007	13.29
01-2007	13.367
01-2007	13.444
01-2007	13.523
01-2007	13.67
01-2007	13.712
01-2007	13.776
01-2007	13.89
01-2007	13.914
01-2007	13.951
01-2007	14.014
01-2007	14.089
01-2007	14.175
01-2007	14.226
01-2007	14.189
01-2007	14.26
01-2007	14.215
01-2007	14.218
01-2007	14.276
01-2007	14.232
02-2007	14.222
02-2007	14.371
02-2007	14.328
02-2007	14.306
02-2007	14.254
02-2007	14.252
02-2007	14.351
02-2007	14.351
02-2007	14.375
02-2007	14.442
02-2007	14.477
02-2007	14.476
02-2007	14.563
02-2007	14.538
02-2007	14.631
02-2007	14.495
02-2007	14.563
02-2007	14.552
02-2007	14.601
02-2007	14.74
02-2007	14.627
02-2007	14.679
02-2007	14.712
02-2007	14.76
02-2007	14.717
02-2007	14.65
02-2007	14.676
02-2007	14.662
03-2007	14.682
03-2007	14.672
03-2007	14.742
03-2007	14.714
03-2007	14.66
03-2007	14.653
03-2007	14.642
03-2007	14.644
03-2007	14.796
03-2007	14.842
03-2007	14.808
03-2007	14.733
03-2007	14.632
03-2007	14.609
03-2007	14.485
03-2007	14.502
03-2007	14.596
03-2007	14.561
03-2007	14.446
03-2007	14.364
03-2007	14.406
03-2007	14.493
03-2007	14.407
03-2007	14.399
03-2007	14.368
03-2007	14.414
03-2007	14.387
03-2007	14.281
03-2007	14.326
03-2007	14.277
03-2007	14.264
04-2007	14.267
04-2007	14.277
04-2007	14.186
04-2007	14.225
04-2007	14.242
04-2007	14.186
04-2007	14.123
04-2007	14.141
04-2007	14.074
04-2007	14.028
04-2007	13.93
04-2007	13.878
04-2007	13.909
04-2007	13.806
04-2007	13.777
04-2007	13.722
04-2007	13.772
04-2007	13.751
04-2007	13.755
04-2007	13.784
04-2007	13.719
04-2007	13.663
04-2007	13.682
04-2007	13.615
04-2007	13.542
04-2007	13.486
04-2007	13.439
04-2007	13.471
04-2007	13.482
04-2007	13.424
05-2007	13.367
05-2007	13.295
05-2007	13.291
05-2007	13.271
05-2007	13.209
05-2007	13.171
05-2007	13.139
05-2007	13.123
05-2007	13.064
05-2007	12.949
05-2007	12.941
05-2007	12.898
05-2007	12.868
05-2007	12.865
05-2007	12.838
05-2007	12.749
05-2007	12.718
05-2007	12.684
05-2007	12.724
05-2007	12.769
05-2007	12.642
05-2007	12.565
05-2007	12.503
05-2007	12.466
05-2007	12.415
05-2007	12.331
05-2007	12.338
05-2007	12.327
05-2007	12.296
05-2007	12.184
05-2007	12.17
06-2007	12.029
06-2007	12.004
06-2007	11.92
06-2007	11.867
06-2007	11.817
06-2007	11.759
06-2007	11.757
06-2007	11.826
06-2007	11.702
06-2007	11.715
06-2007	11.639
06-2007	11.607
06-2007	11.561
06-2007	11.457
06-2007	11.43
06-2007	11.365
06-2007	11.263
06-2007	11.131
06-2007	11.065
06-2007	10.945
06-2007	10.863
06-2007	10.824
06-2007	10.737
06-2007	10.626
06-2007	10.497
06-2007	10.447
06-2007	10.391
06-2007	10.281
06-2007	10.125
06-2007	9.952
07-2007	9.632
07-2007	9.452
07-2007	9.21
07-2007	9.098
07-2007	9.037
07-2007	8.897
07-2007	8.784
07-2007	8.722
07-2007	8.674
07-2007	8.583
07-2007	8.463
07-2007	8.327
07-2007	8.195
07-2007	8.065
07-2007	8.001
07-2007	7.823
07-2007	7.817
07-2007	7.751
07-2007	7.62
07-2007	7.479
07-2007	7.445
07-2007	7.393
07-2007	7.251
07-2007	7.126
07-2007	6.998
07-2007	6.886
07-2007	6.785
07-2007	6.719
07-2007	6.709
07-2007	6.657
07-2007	6.629
08-2007	6.461
08-2007	6.341
08-2007	6.25
08-2007	6.2
08-2007	6.065
08-2007	5.923
08-2007	5.882
08-2007	5.823
08-2007	5.741
08-2007	5.603
08-2007	5.59
08-2007	5.519
08-2007	5.462
08-2007	5.387
08-2007	5.329
08-2007	5.253
08-2007	5.178
08-2007	5.071
08-2007	5.056
08-2007	4.997
08-2007	4.923
08-2007	4.901
08-2007	4.872
08-2007	4.837
08-2007	4.793
08-2007	4.8
08-2007	4.83
08-2007	4.718
08-2007	4.695
08-2007	4.584
08-2007	4.528
09-2007	4.475
09-2007	4.462
09-2007	4.45
09-2007	4.423
09-2007	4.376
09-2007	4.291
09-2007	4.275
09-2007	4.292
09-2007	4.277
09-2007	4.254
09-2007	4.215
09-2007	4.225
09-2007	4.218
09-2007	4.147
09-2007	4.167
09-2007	4.153
09-2007	4.149
09-2007	4.156
09-2007	4.191
09-2007	4.2
09-2007	4.223
09-2007	4.231
09-2007	4.193
09-2007	4.162
09-2007	4.213
09-2007	4.223
09-2007	4.283
09-2007	4.279
09-2007	4.342
09-2007	4.473
10-2007	4.614
10-2007	4.658
10-2007	4.786
10-2007	4.813
10-2007	4.771
10-2007	4.83
10-2007	4.953
10-2007	5.044
10-2007	5.118
10-2007	5.205
10-2007	5.262
10-2007	5.288
10-2007	5.338
10-2007	5.418
10-2007	5.559
10-2007	5.675
10-2007	5.755
10-2007	5.906
10-2007	6.115
10-2007	6.279
10-2007	6.484
10-2007	6.728
10-2007	6.9
10-2007	7.005
10-2007	7.21
10-2007	7.399
10-2007	7.642
10-2007	7.88
10-2007	8.085
10-2007	8.179
10-2007	8.332
11-2007	8.498
11-2007	8.663
11-2007	8.731
11-2007	8.897
11-2007	8.911
11-2007	8.986
11-2007	9.119
11-2007	9.231
11-2007	9.401
11-2007	9.469
11-2007	9.519
11-2007	9.66
11-2007	9.678
11-2007	9.663
11-2007	9.714
11-2007	9.739
11-2007	9.892
11-2007	9.966
11-2007	10.058
11-2007	10.152
11-2007	10.278
11-2007	10.304
11-2007	10.28
11-2007	10.291
11-2007	10.405
11-2007	10.43
11-2007	10.491
11-2007	10.673
11-2007	10.828
11-2007	10.878
12-2007	10.916
12-2007	10.867
12-2007	10.991
12-2007	11.148
12-2007	11.273
12-2007	11.333
12-2007	11.352
12-2007	11.403
12-2007	11.511
12-2007	11.6
12-2007	11.586
12-2007	11.646
12-2007	11.764
12-2007	11.864
12-2007	11.903
12-2007	11.969
12-2007	12.11
12-2007	12.216
12-2007	12.275
12-2007	12.395
12-2007	12.498
12-2007	12.592
12-2007	12.694
12-2007	12.807
12-2007	12.742
12-2007	12.766
12-2007	12.867
12-2007	12.918
12-2007	12.981
12-2007	13.012
12-2007	13.054
01-2008	13.206
01-2008	13.164
01-2008	13.19
01-2008	13.275
01-2008	13.303
01-2008	13.325
01-2008	13.411
01-2008	13.433
01-2008	13.532
01-2008	13.586
01-2008	13.744
01-2008	13.678
01-2008	13.747
01-2008	13.78
01-2008	13.822
01-2008	13.849
01-2008	13.865
01-2008	13.922
01-2008	13.997
01-2008	13.964
01-2008	14.07
01-2008	14.189
01-2008	14.286
01-2008	14.455
01-2008	14.468
01-2008	14.525
01-2008	14.533
01-2008	14.593
01-2008	14.609
01-2008	14.519
01-2008	14.465
02-2008	14.563
02-2008	14.66
02-2008	14.664
02-2008	14.711
02-2008	14.835
02-2008	14.849
02-2008	14.841
02-2008	14.855
02-2008	14.9
02-2008	14.93
02-2008	14.967
02-2008	14.976
02-2008	14.921
02-2008	14.829
02-2008	14.735
02-2008	14.774
02-2008	14.889
02-2008	14.881
02-2008	14.929
02-2008	14.927
02-2008	15.06
02-2008	15.197
02-2008	15.213
02-2008	15.233
02-2008	15.262
02-2008	15.242
02-2008	15.354
02-2008	15.243
02-2008	15.21
03-2008	15.27
03-2008	15.222
03-2008	15.197
03-2008	15.195
03-2008	15.233
03-2008	15.235
03-2008	15.197
03-2008	15.262
03-2008	15.352
03-2008	15.251
03-2008	15.268
03-2008	15.305
03-2008	15.305
03-2008	15.204
03-2008	15.194
03-2008	15.126
03-2008	15.141
03-2008	15.135
03-2008	15.14
03-2008	15.167
03-2008	15.175
03-2008	15.184
03-2008	15.165
03-2008	15.113
03-2008	15.133
03-2008	15.135
03-2008	15.081
03-2008	15.051
03-2008	14.988
03-2008	15.041
03-2008	15.081
04-2008	14.989
04-2008	14.931
04-2008	14.901
04-2008	14.794
04-2008	14.747
04-2008	14.722
04-2008	14.814
04-2008	14.842
04-2008	14.755
04-2008	14.773
04-2008	14.678
04-2008	14.616
04-2008	14.498
04-2008	14.487
04-2008	14.411
04-2008	14.268
04-2008	14.305
04-2008	14.178
04-2008	14.107
04-2008	14.063
04-2008	13.979
04-2008	13.995
04-2008	13.937
04-2008	13.879
04-2008	13.807
04-2008	13.845
04-2008	13.848
04-2008	13.811
04-2008	13.783
04-2008	13.795
05-2008	13.649
05-2008	13.651
05-2008	13.593
05-2008	13.586
05-2008	13.576
05-2008	13.494
05-2008	13.491
05-2008	13.436
05-2008	13.354
05-2008	13.319
05-2008	13.224
05-2008	13.199
05-2008	13.154
05-2008	13.086
05-2008	13.049
05-2008	13.048
05-2008	12.984
05-2008	12.875
05-2008	12.775
05-2008	12.672
05-2008	12.639
05-2008	12.612
05-2008	12.602
05-2008	12.587
05-2008	12.503
05-2008	12.481
05-2008	12.43
05-2008	12.316
05-2008	12.318
05-2008	12.267
05-2008	12.224
06-2008	12.164
06-2008	12.119
06-2008	12.111
06-2008	11.984
06-2008	11.869
06-2008	11.825
06-2008	11.714
06-2008	11.632
06-2008	11.578
06-2008	11.498
06-2008	11.541
06-2008	11.478
06-2008	11.414
06-2008	11.363
06-2008	11.268
06-2008	11.189
06-2008	11.137
06-2008	11.072
06-2008	11.024
06-2008	10.954
06-2008	10.894
06-2008	10.803
06-2008	10.719
06-2008	10.663
06-2008	10.552
06-2008	10.504
06-2008	10.393
06-2008	10.326
06-2008	10.263
06-2008	10.199
07-2008	9.93
07-2008	9.921
07-2008	9.821
07-2008	9.742
07-2008	9.645
07-2008	9.649
07-2008	9.491
07-2008	9.45
07-2008	9.396
07-2008	9.315
07-2008	9.211
07-2008	9.122
07-2008	9.033
07-2008	8.982
07-2008	8.766
07-2008	8.688
07-2008	8.617
07-2008	8.511
07-2008	8.408
07-2008	8.28
07-2008	8.165
07-2008	8.108
07-2008	7.989
07-2008	7.894
07-2008	7.755
07-2008	7.746
07-2008	7.675
07-2008	7.566
07-2008	7.466
07-2008	7.347
07-2008	7.327
08-2008	7.203
08-2008	7.096
08-2008	7.089
08-2008	6.948
08-2008	6.69
08-2008	6.584
08-2008	6.516
08-2008	6.539
08-2008	6.421
08-2008	6.285
08-2008	6.259
08-2008	6.155
08-2008	6.095
08-2008	6.025
08-2008	5.974
08-2008	5.893
08-2008	5.851
08-2008	5.73
08-2008	5.619
08-2008	5.624
08-2008	5.539
08-2008	5.476
08-2008	5.419
08-2008	5.236
08-2008	5.106
08-2008	5.019
08-2008	5.037
08-2008	5.023
08-2008	5.012
08-2008	4.938
08-2008	4.904
09-2008	4.828
09-2008	4.717
09-2008	4.741
09-2008	4.686
09-2008	4.691
09-2008	4.7
09-2008	4.664
09-2008	4.627
09-2008	4.651
09-2008	4.603
09-2008	4.577
09-2008	4.574
09-2008	4.598
09-2008	4.599
09-2008	4.601
09-2008	4.615
09-2008	4.602
09-2008	4.548
09-2008	4.565
09-2008	4.598
09-2008	4.659
09-2008	4.658
09-2008	4.679
09-2008	4.692
09-2008	4.729
09-2008	4.763
09-2008	4.811
09-2008	4.884
09-2008	4.925
09-2008	5.038
10-2008	5.254
10-2008	5.336
10-2008	5.431
10-2008	5.505
10-2008	5.63
10-2008	5.786
10-2008	5.948
10-2008	6.064
10-2008	6.313
10-2008	6.409
10-2008	6.615
10-2008	6.772
10-2008	6.91
10-2008	7.093
10-2008	7.252
10-2008	7.459
10-2008	7.601
10-2008	7.737
10-2008	7.905
10-2008	8.026
10-2008	8.126
10-2008	8.352
10-2008	8.528
10-2008	8.667
10-2008	8.762
10-2008	8.842
10-2008	8.914
10-2008	8.994
10-2008	9.107
10-2008	9.193
